node1_norm,node2_norm,weight
finally,high,129
mention,spend,28
anyone,cut,68
butt,degree,86
barely,great,14
either,head,76
anxiety,trouble,29
give,hair,48
decided,first,185
course,girl,85
move,turn,216
deep,hair,14
long,short,160
become,weight,112
die,little,40
fast,turn,74
anyways,parent,31
hurt,weight,35
anyways,die,10
age,see,112
energy,find,165
choose,ever,313
busy,close,17
connect,pattern,20
desire,learn,142
come,seek,105
least,throw,30
grateful,seek,16
growth,health,50
honest,stick,20
fuck,three,68
part,read,311
deserve,social,18
everything,word,122
part,turn,256
big,food,196
age,spend,142
anyone,girl,296
game,show,212
play,plenty,19
extremely,parent,83
base,food,53
grade,term,26
hold,project,28
anger,couple,17
dark,tell,40
become,professional,45
believe,remember,227
mother,suppose,14
back,thinking,344
always,look,335
less,look,200
ever,throw,96
head,hold,92
girlfriend,however,55
degree,usually,19
hold,room,23
room,upset,16
car,mother,49
brother,mom,138
piece,scared,13
pull,three,12
great,human,107
begin,growth,55
human,none,12
attention,feeling,181
drop,mistakes,12
feeling,smile,51
realize,system,65
body,depressed,59
another,field,68
fully,sense,26
due,food,57
achieve,affect,39
lack,top,22
depressed,due,44
due,field,16
balance,due,12
happen,need,238
club,come,30
short,should,66
long,response,29
anyone,great,114
eye,though,29
believe,kid,143
away,response,38
instead,saying,223
brother,write,36
late,luck,16
late,three,113
drink,pull,14
create,opinion,62
belief,career,20
list,routine,129
recognize,sit,28
back,loss,45
music,rule,8
learn,test,142
allow,skill,129
offer,show,64
free,practice,113
remember,task,106
amount,plan,85
create,remove,26
activity,money,83
impact,lead,48
last,strong,109
eat,productive,63
progress,support,78
consider,writing,75
move,save,169
head,period,29
motivated,open,13
behavior,sometimes,131
amazing,short,11
amazing,zone,6
date,scared,53
catch,reason,27
away,send,50
move,send,64
sound,thinking,161
find,soon,73
kind,living,206
guess,soon,22
girl,interested,224
force,great,46
another,history,32
play,struggle,122
free,play,177
build,find,300
front,video,25
become,solution,63
away,test,58
far,related,14
ability,word,83
kid,solve,10
side,university,17
university,whether,8
perhaps,specific,17
ability,send,9
pass,try,75
already,stress,76
college,means,62
however,sorry,35
fail,grade,142
dad,missing,9
easily,man,33
another,ever,474
date,training,12
first,smoke,96
everything,plus,10
family,part,329
finally,parent,118
pay,story,94
finally,forget,30
class,lack,75
close,hang,65
case,though,24
body,muscle,350
forward,probably,31
consider,win,23
notice,sorry,24
scared,term,14
human,society,95
anxiety,path,57
large,study,27
behavior,hear,34
far,kill,23
basically,sorry,25
either,hobby,11
amount,course,47
choice,eat,55
missing,see,31
keep,shit,228
failure,talk,77
conversation,shit,85
deserve,position,9
mistakes,need,118
grow,made,142
possible,simply,81
assume,waste,8
living,look,165
answer,sometimes,148
certain,sometimes,112
close,thinking,117
answer,spend,163
enjoy,state,82
effort,watch,84
least,project,51
happiness,media,38
certain,second,32
certain,desire,65
somehow,success,10
failure,heart,24
identify,several,7
kind,wish,89
lead,stick,75
able,respect,84
anymore,turn,114
butt,forget,102
fix,never,116
responsibility,turn,36
activity,responsibility,16
power,sex,29
ability,please,20
buy,keep,95
close,half,21
depression,real,106
brain,switch,33
internet,stay,42
activity,keep,151
define,list,30
potential,term,34
everything,personal,70
butt,music,91
college,sit,120
interested,list,23
create,tell,133
safe,system,16
jump,long,21
child,happen,80
explore,present,11
memory,stand,4
improve,practice,178
note,practice,69
lose,possible,90
mistakes,value,47
happiness,rather,73
base,passion,9
note,passion,7
ex,exist,5
opportunity,two,89
feeling,throw,38
constantly,couple,37
emotional,whether,50
ask,potential,27
answer,prepare,35
apply,task,51
imagine,say,82
deep,feeling,233
resource,second,11
enjoy,mom,42
difference,trust,17
cycle,try,55
never,sad,113
conversation,great,72
little,real,84
hand,realize,85
option,reason,64
already,wrong,144
already,head,105
anxiety,worried,34
conversation,moment,120
moment,story,104
fact,power,59
begin,catch,30
difficult,fast,35
helpful,opportunity,17
fast,reality,18
wait,worried,3
message,thinking,54
moment,move,155
average,class,55
avoid,gym,47
learn,method,106
end,result,118
end,solve,16
attention,friend,136
build,comfortable,64
confidence,luck,15
confidence,energy,70
line,necessary,7
consider,emotional,55
lack,parent,102
dream,knowledgeable,32
progress,relationship,73
rather,single,41
