node1_norm,node2_norm,weight
tell,track,30
mention,weight,9
great,learn,319
interested,leave,32
definitely,degree,27
group,unless,27
develop,follow,134
grateful,great,30
motivated,thinking,41
account,two,44
first,hair,37
continue,effort,62
begin,hold,100
hold,suck,17
expect,suck,28
away,turn,251
fuck,sometimes,201
food,sometimes,142
food,stay,172
lost,shit,141
remember,weight,81
eating,remember,54
hurt,unhealthy,7
recently,trust,16
mom,proud,30
result,see,187
mom,see,101
horrible,woman,34
accept,definitely,37
class,worry,52
opinion,result,49
result,stupid,38
find,pick,132
instead,practice,212
energy,instead,181
lead,social,113
busy,write,30
believe,learn,466
become,great,246
happiness,lesson,24
ex,field,1
face,funny,22
keep,schedule,93
depression,fit,24
schedule,stick,85
simple,willing,20
thinking,write,351
fail,never,313
whenever,worth,26
happy,power,47
fuck,worth,120
actually,see,180
fun,long,99
place,show,196
girl,smart,85
call,set,150
joy,speak,23
story,term,33
car,story,45
boring,deserve,4
angry,plenty,6
example,tv,42
pretty,whole,140
child,dark,8
decision,purpose,44
leave,man,149
open,story,63
look,mom,59
ever,hold,222
ever,girlfriend,155
back,head,242
leave,whatever,88
car,whatever,56
parent,slow,25
angry,home,56
aware,however,38
fail,house,63
hair,lost,26
degree,hurt,12
anger,huge,10
currently,turn,50
dream,enough,68
believe,fear,261
fear,pain,159
fear,response,59
pretty,reason,203
class,computer,53
decided,front,29
stress,thought,170
angry,another,52
cause,top,26
simply,usually,47
due,fully,10
anger,top,5
field,system,13
anger,prove,11
look,short,88
club,look,34
become,guy,267
great,happen,127
made,walking,25
bear,enough,29
family,understand,279
guess,play,87
fat,saying,35
club,luck,5
face,weight,88
speak,three,40
low,short,22
lack,result,115
car,challenge,15
growth,order,34
book,important,419
degree,name,16
move,part,305
ever,prepare,94
picture,working,8
check,understand,64
career,leave,79
check,cut,30
concept,prepare,8
end,loss,14
decide,either,42
sure,tell,109
first,grateful,40
happen,opportunity,68
brother,decided,33
big,offer,48
head,social,99
meet,quickly,31
head,identify,19
accomplish,create,84
reduce,specific,16
part,writing,172
anyone,okay,103
struggle,wish,55
continue,face,74
human,reach,64
chance,event,19
basically,doubt,13
follow,sure,60
become,method,47
story,watch,119
history,short,6
attitude,interest,21
though,tip,13
kind,story,128
move,productive,33
bear,highly,5
live,receive,27
mind,success,115
student,thought,34
call,future,127
ability,fact,65
process,university,19
level,related,20
reach,society,33
