node1_norm,node2_norm,weight
choice,feeling,2663
social,track,893
early,kid,819
live,skin,246
average,cut,255
heres,track,331
fit,stop,528
improve,track,428
picture,spend,318
insecure,understand,227
build,seek,405
free,woman,1227
average,meet,363
afraid,current,420
book,strength,628
health,walk,964
brain,training,592
bed,voice,279
mom,similar,465
area,offer,416
common,example,1205
kid,okay,1017
kid,public,360
public,strong,208
phone,try,2766
great,rest,2203
able,healthy,3320
country,guy,984
mental,phone,1242
attitude,sense,481
desire,head,665
interested,true,893
side,waste,521
strong,ton,329
pick,strong,340
anyways,degree,201
strength,top,209
big,suck,1115
character,lack,347
difficult,knowledgeable,578
impossible,standard,236
able,fine,1688
kind,suggestion,879
live,type,1064
mental,single,1393
enough,mental,784
health,kind,2748
place,serious,943
decision,several,353
fault,late,179
full,learn,1491
game,practice,1327
specific,value,702
society,value,1038
try,woman,3336
need,relationship,2252
little,sort,2050
perfect,strong,651
emotional,honest,525
college,possible,1362
second,suck,655
mess,mood,144
late,student,316
last,short,2170
open,tired,520
big,talk,3438
field,place,865
kid,lazy,477
face,mind,2101
grow,little,1355
part,voice,988
eye,long,1744
case,wrong,2014
current,name,257
college,nice,1247
call,move,1136
account,nice,353
character,helpful,218
current,reality,614
friendships,general,258
phone,serious,365
dad,realize,417
grade,home,956
appreciate,huge,400
part,plan,2763
cold,part,866
cold,yeah,284
call,dream,572
key,quality,295
attractive,progress,270
area,last,1367
class,fuck,847
promise,strong,320
effect,read,1320
guy,proud,1010
pain,place,1467
bunch,healthy,436
ass,home,649
ass,emotion,234
alcohol,low,324
quit,stay,452
drug,muscle,168
ass,heres,218
parent,teach,749
sort,teach,322
parent,task,573
need,quick,335
horrible,wake,230
able,whole,3310
comment,mind,2009
program,success,311
activity,anyone,1300
dad,kid,1205
kid,several,434
judge,result,355
mindset,standard,267
meet,mess,305
deep,difference,568
fall,feeling,2038
complete,feeling,1626
example,text,668
high,porn,740
meal,study,302
couple,fall,643
helpful,male,148
act,program,218
helpful,tool,610
likely,unhealthy,293
meditation,word,705
busy,opinion,264
build,heart,502
order,progress,856
rule,understand,320
desire,hair,134
figure,responsibility,484
food,process,1063
attitude,moment,445
move,music,778
impossible,peace,162
field,poor,164
guy,meditation,781
example,impact,744
long,recommend,1232
health,specific,837
journal,worth,453
practice,schedule,492
practice,quality,513
likely,smoke,221
benefit,respect,350
specific,system,462
recommend,schedule,290
meditate,resource,98
happy,natural,826
effect,important,1256
read,show,1697
food,real,1450
group,routine,444
anger,area,190
fuck,social,2100
fuck,memory,299
half,hobbies,396
fight,line,298
addiction,book,818
lead,try,1510
book,field,802
company,great,1466
man,miserable,651
interest,little,2542
brother,little,1042
beat,part,855
guy,struggle,1176
city,kind,762
place,shame,650
call,learn,1215
emotional,learn,1246
city,gym,507
ability,food,622
company,practice,364
anger,kid,460
insecure,sex,363
fuck,young,952
cause,keep,353
joy,single,337
childhood,single,350
front,success,335
crazy,pain,321
pain,picture,283
spend,sport,418
adult,car,378
car,sport,354
anger,sad,376
ability,beat,277
adult,play,324
deserve,play,150
beat,language,163
company,horrible,141
angry,quick,187
anger,insecure,112
poor,risk,154
man,multiple,756
major,woman,491
multiple,real,610
adult,depression,649
history,text,115
date,human,546
share,water,372
average,resource,110
interest,wrong,1799
college,individual,346
number,try,1485
study,understand,635
challenge,trust,434
environment,trouble,161
everything,house,2851
present,real,999
break,moment,1638
future,serious,632
list,progress,1102
limit,manage,177
pattern,second,398
money,several,728
piece,state,421
child,due,783
enough,give,691
lol,sort,501
responsibility,whole,572
judge,trust,366
judge,present,268
big,routine,1076
energy,fit,367
account,break,341
meditate,task,325
anxiety,emotion,1738
single,version,459
funny,memory,178
effort,impact,506
last,sex,1160
coffee,drink,1488
nature,system,304
dude,parent,419
