node1_norm,node2_norm,weight
attitude,share,246
progress,relationship,1635
anyone,cut,1085
depression,real,1699
real,similar,1557
country,similar,527
honest,toxic,416
average,early,263
deserve,social,601
anyone,great,5030
great,offer,1202
due,tired,770
free,play,900
fun,nature,564
amount,plan,1091
list,male,167
challenge,exercise,801
lack,parent,1298
anyone,girl,3487
group,school,2981
feeling,waste,1834
parent,sure,3095
attractive,head,649
gym,necessary,338
attention,voice,460
long,short,4814
live,short,1284
contact,try,1208
enjoy,smart,324
grade,sort,407
belief,trust,405
interest,mine,536
happy,relationship,7110
grateful,relationship,886
force,great,1401
similar,stop,1454
desire,learn,993
real,ton,787
anyways,parent,482
nature,sense,751
interested,list,649
certain,second,788
certain,desire,705
choice,language,334
ability,huge,575
desire,strength,278
ability,boring,157
girlfriend,terrible,305
group,journey,760
pay,tool,216
conversation,shit,1195
suck,view,295
edit,heart,160
long,response,1123
able,full,2391
big,food,1772
picture,training,114
sure,term,2291
interested,smoke,183
relationship,space,1309
group,party,842
fact,man,2989
cycle,try,1300
everything,word,3457
happiness,state,967
anxiety,trouble,670
chance,stick,510
honest,stick,355
afraid,stay,651
fact,power,1064
fault,middle,123
part,turn,1630
fun,wrong,1995
answer,general,835
line,necessary,269
able,respect,1218
man,stay,1406
last,strong,1412
fix,none,319
great,human,2419
health,school,2977
family,part,4032
college,effort,1258
busy,close,247
brain,man,1556
brain,tired,972
conversation,great,2510
amount,home,1353
field,kid,469
promise,tough,212
first,smoke,1310
course,girl,1521
eye,wrong,1266
moment,move,2060
course,sense,1626
course,house,1026
deep,hair,249
fine,zone,283
leave,peace,245
account,fun,357
effort,group,1031
term,waste,573
standard,view,251
direction,family,854
hand,realize,725
little,real,3549
light,weight,658
girlfriend,treat,225
potential,term,614
area,case,746
area,attractive,383
grade,straight,346
student,tip,404
student,text,195
great,type,2351
great,smoke,891
girl,interested,1890
drug,friend,821
body,muscle,2224
fun,super,1146
fun,happen,458
emotion,half,409
cycle,fuck,365
community,open,626
progress,support,729
interested,quit,258
half,trust,375
anyways,fine,273
mine,sad,336
ass,mom,291
key,plan,820
everything,personal,3135
age,great,3124
random,stop,690
move,turn,948
personal,personality,769
average,class,530
accept,normal,452
dad,result,331
attractive,deal,447
hobbies,view,337
decision,school,1599
improve,practice,1007
language,study,830
similar,watch,517
helpful,opportunity,552
discipline,general,366
message,track,193
free,practice,1461
interested,manage,237
part,read,4855
busy,house,500
awesome,state,250
pattern,weird,227
heres,movie,213
failure,talk,1186
failure,heart,448
failure,rule,287
grateful,seek,161
future,relationship,3621
degree,shitty,263
company,peace,194
online,strong,536
afraid,impact,238
direction,room,356
individual,sure,801
look,quality,785
growth,health,744
buy,opportunity,326
clothes,trust,194
smoke,willing,135
end,middle,825
