node1_norm,node2_norm,weight
alone,appreciate,1354
need,relationship,15656
gain,need,2097
find,first,23744
find,high,10070
always,literally,4010
feeling,should,11697
choice,feeling,2854
should,stay,6160
fit,stop,1820
send,stop,1410
live,skin,684
social,track,1049
improve,track,1445
choice,enough,2153
average,understand,748
gain,high,845
side,stay,1685
fight,remember,1298
almost,value,1100
early,kid,1226
push,send,536
eating,judge,297
average,cut,375
depressed,fat,319
depressed,skin,189
heres,track,387
ex,heres,133
come,end,13673
keep,please,4332
job,never,12485
never,opportunity,3532
student,tell,1771
social,speak,3230
great,made,7581
picture,spend,908
insecure,understand,662
deserve,play,703
avoid,insecure,346
emotional,fast,471
build,seek,1481
hit,part,1935
grow,include,1141
say,stupid,4361
free,woman,1232
enough,internet,1288
enough,give,12558
depressed,last,2124
eating,hate,1146
live,move,7034
average,meet,746
else,major,1103
long,regularly,1329
receive,three,248
jump,three,228
completely,need,7624
comment,find,4648
ever,nice,5488
back,read,12346
diet,should,2089
grow,little,4246
often,weight,1384
expect,open,983
expect,waiting,335
hopefully,middle,135
appreciate,never,4016
end,proud,1762
pretty,try,12867
fall,girl,1874
accept,impossible,595
come,school,9274
making,move,4751
ask,gone,921
try,woman,9148
gone,young,870
leave,tell,5300
anymore,last,3152
able,see,12696
come,lose,5958
come,explain,2959
always,example,6622
fail,study,2154
rather,run,1630
afraid,current,420
win,working,1214
degree,win,290
ever,young,5893
book,strength,634
avoid,important,2227
health,walk,1717
brain,training,694
bed,voice,284
mom,similar,465
butt,two,10253
hear,two,2241
area,offer,640
carry,happiness,290
common,example,1209
moment,scared,783
kid,okay,1021
kid,public,360
public,strong,277
judge,zone,203
lead,try,7913
phone,try,6275
come,gym,4857
great,rest,2612
mind,ready,1492
able,healthy,3498
country,guy,985
personally,thinking,1372
mentioned,realize,932
fake,important,531
mental,phone,1246
living,usually,1313
desire,head,879
attitude,sense,521
interested,true,941
bring,deserve,806
honestly,means,1049
consider,whether,1450
computer,consider,458
pick,strong,1012
strong,ton,437
side,waste,845
ability,recently,533
ability,base,768
anyways,degree,221
desire,mentioned,351
three,view,335
ability,fitness,224
fitness,offer,178
strength,top,210
computer,somehow,157
far,incredibly,581
bunch,never,1371
seem,trust,2067
joke,quickly,193
butt,confidence,6007
always,exact,1268
agree,need,4165
become,lack,3627
big,suck,1689
character,lack,413
education,receive,161
guess,thinking,2332
general,set,985
difficult,knowledgeable,579
anyway,bother,344
fuck,social,3199
able,fine,1772
free,worry,1260
drug,guess,507
whether,willing,595
create,game,1907
game,return,483
call,learn,5923
away,practice,2337
call,dream,1122
barely,man,649
kind,suggestion,885
probably,suggestion,648
live,type,2447
direction,need,3332
extra,man,515
fact,least,2362
need,quick,2504
ever,regardless,1755
become,create,5179
great,regardless,1022
enough,mental,3932
meet,wish,2031
constantly,meet,1447
smart,two,985
result,watch,1549
mental,single,1395
energy,remember,1680
remember,word,2157
means,productive,648
challenge,easily,462
avoid,horrible,292
health,kind,2758
place,serious,971
healthy,whenever,892
completely,high,2433
decision,several,353
fault,late,575
hate,middle,562
