node1_norm,node2_norm,weight
community,rather,589
currently,relationship,1911
attitude,putting,273
look,rather,6008
country,look,2268
back,challenge,2450
first,understand,8037
long,teach,2536
clean,relationship,1103
low,woman,1313
wear,woman,849
making,though,5647
teach,though,1595
ex,understand,679
already,living,2766
healthy,late,2304
grow,teach,1646
finally,living,1598
country,therapy,495
judge,value,740
rather,surround,453
eating,finally,856
journey,wear,246
average,wake,312
mention,opinion,307
left,unhealthy,271
challenge,mention,190
graduate,judge,136
hope,tell,8141
live,shape,1163
great,understand,5430
interest,please,1047
content,please,389
kill,please,678
content,single,470
emotional,sad,595
carry,emotional,381
moving,regular,229
completely,energy,1383
alcohol,comfort,157
delete,two,610
comment,family,1332
family,standard,543
food,general,804
first,schedule,2200
clean,far,893
hobbies,left,686
anyway,average,345
always,usually,5439
fact,weight,1122
highly,struggle,551
begin,lie,885
regularly,support,330
either,need,9234
first,list,4022
read,study,5624
should,turn,5585
certain,end,2635
last,study,3200
play,waiting,565
comment,watch,1203
quickly,watch,766
amount,video,1311
drink,nice,1086
hobbies,nature,372
long,proud,2325
follow,impossible,500
difficult,emotional,861
keep,mental,6553
job,setting,1131
fall,happy,2813
drive,fall,941
confident,drive,497
abuse,drive,234
fuck,socially,534
made,mental,4133
plan,university,774
ask,list,1133
book,music,1737
level,woman,1397
currently,need,4658
college,online,1599
begin,desire,967
online,win,369
never,soon,3702
mind,recently,2355
else,path,2153
date,state,944
date,suggestion,346
capable,listen,396
laugh,live,1177
kind,pass,1466
future,turn,2358
health,long,5492
meal,sleep,1081
attention,literally,868
journey,meal,298
absolutely,need,4762
desire,happen,1677
able,big,5135
look,public,1737
always,grade,2248
never,smart,2405
enough,smart,1938
either,future,1855
hurt,worried,347
future,opinion,887
kid,say,5883
pretty,strong,1592
living,say,7781
ever,sense,5991
home,keep,6177
keep,leave,5407
job,open,2904
barely,mind,838
actually,honestly,3123
gym,happen,2376
base,happen,1941
seem,sense,3827
open,thinking,2452
girlfriend,hope,1216
realize,speak,2322
less,living,2655
less,view,1351
less,top,1179
current,instead,1288
mental,stick,2131
motivation,run,1588
practice,rather,1709
broke,stick,554
deserve,means,811
girlfriend,usually,532
fall,interested,848
list,somehow,319
country,waste,547
degree,similar,810
choice,honestly,681
ability,rest,611
offer,side,626
interested,pursue,705
hit,project,412
force,internet,434
base,three,445
comfortable,explore,322
decided,offer,520
desire,terrible,237
country,view,290
ready,ton,264
mentioned,three,290
barely,travel,137
anyone,trust,2039
carry,depressed,222
afraid,thought,1344
full,guy,1533
anyway,give,3502
natural,thought,1029
fact,often,2437
general,often,1420
sense,set,1981
attitude,set,489
accept,human,1693
interest,order,951
benefit,consider,1055
benefit,guess,534
attitude,general,362
knowledgeable,note,435
prove,somehow,172
actually,drug,1261
actually,willing,1449
little,willing,1202
spend,stay,4091
amount,body,1805
awkward,food,193
guess,limit,253
find,top,3452
grow,return,591
character,possible,387
online,stay,1571
fine,however,1122
sit,society,457
pull,straight,250
computer,straight,173
realize,simply,2079
confident,eating,558
boring,sad,268
cycle,ever,2301
motivated,talk,1109
back,easily,2320
easy,stay,4653
easy,happiness,1917
enough,struggle,3461
grateful,sometimes,893
exactly,hope,1912
meet,sit,1813
individual,mental,730
face,show,2251
create,early,1202
sit,true,1223
almost,wonder,932
result,smart,638
motivated,state,423
forward,waiting,319
car,extremely,414
grateful,quickly,163
horrible,please,489
fear,working,2438
call,comfortable,1064
check,serious,439
chance,trouble,308
crazy,wrong,869
abuse,energy,271
tool,usually,419
book,obviously,795
account,improve,688
mood,tell,1154
friendships,mood,89
example,specific,1738
mom,remember,905
top,treat,368
incredibly,offer,250
behavior,constantly,697
constantly,none,383
fill,understanding,293
beautiful,try,2892
beautiful,come,2291
hate,never,6879
happy,struggled,783
hair,made,825
else,sick,856
example,hair,421
example,struggled,424
approach,hair,166
genuinely,hair,165
term,useful,488
end,health,3707
graduate,less,693
leave,society,598
girlfriend,support,510
although,graduate,332
fun,task,820
leave,mood,454
lazy,water,236
back,room,3326
book,fill,1127
come,man,8641
book,dark,593
easy,pursue,1045
moving,part,1755
depression,sense,1438
depression,girlfriend,703
cycle,far,598
deep,lonely,516
die,pursue,339
ex,shit,666
keep,wait,1862
field,school,1518
late,prepare,684
often,writing,1413
cycle,kid,405
field,sorry,373
rid,trust,280
amount,rid,369
ignore,lazy,258
broke,made,1613
build,smoke,626
encourage,wrong,548
alone,although,883
encourage,pick,307
doubt,house,274
hair,peace,102
find,hold,6585
find,relate,3120
become,write,5094
become,miss,1699
effort,great,3175
hope,plan,2904
less,respect,1203
expect,family,1588
character,either,474
cool,far,674
simply,waste,930
kill,term,442
basically,miss,503
moving,simply,636
stupid,tend,369
account,ton,180
job,prepare,1135
area,family,1431
always,diet,1931
never,regularly,1214
actively,guy,487
diet,realize,782
excuse,realize,1046
contact,waste,345
delete,drive,145
contact,quickly,246
amount,current,676
long,realize,8181
friend,worry,1809
realize,smart,1088
fuck,turn,2434
cold,reality,305
everything,whether,2549
suggestion,watch,619
college,public,513
major,regret,272
mindset,suck,583
meaningful,mind,754
consider,meet,2213
community,set,783
achieve,share,1394
achieve,community,554
edit,writing,395
else,tough,1217
information,offer,408
resource,throw,143
city,working,1113
improve,maintain,1155
city,progress,215
boring,find,2690
girl,interesting,1123
game,laugh,605
apply,tv,242
number,student,301
connection,text,253
gone,grade,361
always,yeah,2822
back,scared,2487
emotion,read,2873
actually,alcohol,800
effect,made,1442
though,type,2264
half,though,1548
die,sometimes,1326
low,money,1556
girl,pain,769
anxiety,stupid,928
exercise,weight,2811
see,train,1474
guy,somehow,816
knowledgeable,sense,876
kid,wife,1202
remember,talk,5817
least,struggle,2092
deal,regardless,519
information,rather,739
attract,should,1360
improve,struggled,813
hair,stupid,216
busy,early,492
actually,forward,2135
happy,mentally,1488
guess,meet,1863
language,talk,2167
fit,honestly,675
kill,standard,134
learn,mother,1394
affect,believe,1120
personality,wrong,1259
happen,regularly,781
away,consistently,603
response,upset,262
big,term,2270
deal,encourage,453
addiction,business,189
shape,shit,601
speak,suggestion,458
key,offer,368
perhaps,should,1811
explain,truth,422
influence,skill,718
currently,guy,1523
knowledgeable,least,980
knowledgeable,poor,262
gone,keep,2642
talk,water,1302
hope,wake,1778
emotion,place,2143
stay,super,1218
car,fuck,907
eat,least,2415
least,sick,557
alcohol,turn,651
future,run,1828
future,type,1153
fun,struggle,1274
effect,fun,524
struggle,throw,695
interested,personal,1027
pain,strong,1292
although,strong,623
although,guess,640
nobody,trust,555
drug,stupid,379
effect,mom,187
cycle,mom,212
journal,weed,86
pull,unhealthy,107
identify,please,337
age,learn,4793
read,trouble,1166
already,study,2503
appreciate,beat,364
mentally,single,568
improve,quick,930
another,excuse,1010
confident,state,641
learn,luck,5563
funny,never,1760
easy,honestly,2364
area,thought,1179
difference,family,903
move,whether,1573
horrible,watch,487
develop,grow,2399
fear,whether,1075
opinion,speak,1246
definitely,opinion,808
develop,random,390
activity,worry,703
average,worry,360
early,shouldnt,485
early,stand,504
personality,porn,255
dad,hobbies,265
difference,mess,243
public,shitty,108
give,per,1658
cool,live,1622
improve,simple,2224
mine,sure,1259
act,money,1400
hobby,money,1012
gym,porn,901
gym,perhaps,404
complete,plan,1204
future,version,800
however,routine,882
somewhere,value,442
course,food,1233
course,discipline,583
act,pick,1075
phone,simple,907
hobby,phone,463
helpful,responsibility,309
male,offer,217
male,responsibility,138
account,per,183
come,manage,3176
desire,trouble,218
learn,tv,1504
incredibly,learn,1254
back,lack,3786
message,stop,1431
happen,weird,1790
sometimes,surround,647
behavior,thinking,1603
interesting,realize,1238
interesting,reason,1258
base,move,1232
watch,weird,1052
least,promise,677
real,result,1766
set,weird,598
promise,set,614
complete,deal,898
ask,fail,1400
event,follow,769
message,wish,570
conversation,productive,283
message,notice,550
lead,surround,422
regardless,somehow,151
butt,seek,3563
failure,look,3148
however,thought,2537
grateful,understand,744
moment,seek,1287
listen,throw,647
hair,listen,329
figure,win,512
bring,word,1658
consider,lesson,438
journey,order,886
failure,reality,747
failure,recognize,378
desire,god,374
certainly,die,182
god,information,180
live,often,4592
poor,relationship,882
close,making,2978
act,chance,1021
act,ex,407
peace,quite,345
music,pain,354
fight,impossible,339
afraid,upset,289
entire,pretty,1182
awesome,body,550
fuck,means,1532
individual,practice,653
speak,worth,1470
society,worth,752
weight,wish,928
food,likely,901
resource,stick,495
affect,opportunity,383
pattern,room,290
pattern,respect,233
buy,caring,192
fit,fitness,506
hope,walk,2347
means,moment,2053
area,walk,892
unfortunately,walk,366
keep,youtube,3055
meet,possible,1998
phone,share,955
phone,process,787
fault,two,620
alone,fear,1854
ask,fear,1550
wonder,worth,795
free,means,1580
break,possible,1614
approach,possible,788
boyfriend,buy,209
behavior,everything,1651
power,whenever,420
tip,turn,1176
decision,large,315
butt,connect,2388
man,motivated,481
hope,test,974
passion,place,859
mentioned,write,814
motivated,whatever,669
connect,depression,495
coffee,stick,412
face,passion,369
imagine,sit,911
early,professional,475
depressed,single,834
decided,recognize,309
half,treat,351
die,reply,188
laugh,movie,296
memory,passion,119
major,parent,785
plus,try,2285
porn,run,646
practice,walk,1407
bed,struggle,1335
quit,writing,642
smoke,track,305
attempt,coffee,91
failure,health,821
effect,full,550
catch,smoke,199
anyway,overall,279
fine,productive,397
crazy,try,3211
always,sport,2053
brother,tell,1699
everything,fully,1491
easy,position,1217
man,risk,622
else,lazy,1061
making,state,2328
risk,sometimes,634
angry,big,916
brother,enjoy,514
hear,understand,2924
family,instead,2936
instead,shame,702
build,poor,592
front,study,539
show,sport,808
emotional,fuck,819
cause,sex,1089
alone,fun,2019
brain,therapist,969
practice,smart,583
plan,struggle,1538
picture,plan,560
create,information,971
fun,hand,992
order,struggle,1113
die,hear,863
company,means,609
brother,kid,702
conversation,position,439
badly,brother,483
badly,horrible,624
sport,story,464
order,smart,412
apply,car,548
child,pull,282
child,miserable,306
comfortable,mess,299
behavior,insecure,318
business,front,302
ability,room,453
guide,room,234
field,successful,481
crazy,deserve,244
girlfriend,name,270
grade,language,309
guide,scared,136
position,risk,212
awkward,grade,225
connect,front,177
childhood,field,152
barely,field,210
awesome,lesson,156
awesome,poor,108
barely,poor,180
example,potential,864
choice,often,1347
interest,reflect,498
lead,multiple,543
effort,reflect,541
early,message,400
amazing,text,215
group,saying,1585
general,moment,1026
comment,social,2120
fill,suggestion,205
fill,high,889
angry,sorry,682
university,worried,212
find,hit,4718
reason,whenever,1551
sort,space,448
motivation,track,920
choose,surround,418
friendships,unfortunately,119
slowly,word,644
experienced,lead,563
activity,job,1826
environment,job,1553
man,otherwise,812
big,continue,2089
open,understand,2683
college,discipline,550
apply,emotion,667
belief,otherwise,298
great,respond,1028
friend,period,767
order,two,1657
mood,remember,566
generally,run,612
generally,pay,597
either,progress,1159
notice,solve,427
cycle,worry,410
check,suffer,471
check,respond,407
computer,finally,347
apply,lift,252
effect,succeed,192
horrible,lift,109
poor,solve,161
growth,professional,383
professional,zone,165
fix,job,2149
individual,second,364
deal,saying,2280
saying,sorry,2061
difficult,whole,1296
addiction,touch,176
easy,expectation,1061
immediately,made,1177
family,whole,2868
information,weight,408
crazy,hold,482
mother,rest,340
happen,identify,1106
awkward,real,592
confidence,deal,1565
deal,share,1824
deal,peace,655
energy,inner,474
bed,notice,907
however,whole,1747
acknowledge,basically,309
acknowledge,soon,263
approach,knowledgeable,412
experienced,happen,1172
often,sort,1492
open,version,501
dark,experienced,168
inner,moment,780
comfortable,stand,487
stand,uncomfortable,324
piece,straight,238
achieve,type,918
training,whole,531
lose,prepare,430
expect,short,787
drug,major,275
large,lose,496
cold,struggle,463
continue,free,1154
hold,nature,563
party,thought,501
seriously,ultimately,159
naturally,party,197
key,write,1070
couple,influence,237
highly,suggest,815
always,maintain,1721
feeling,tough,1905
number,read,1734
party,read,1089
continue,relationship,2453
handle,mind,1272
experienced,less,697
rule,run,600
group,hair,247
nice,touch,443
leave,relax,445
face,touch,505
name,sit,541
count,push,337
child,hurt,870
attention,room,734
slow,wake,366
degree,trust,457
continue,public,288
single,wife,343
child,moving,526
agree,brother,197
teach,water,356
experienced,teach,316
degree,direction,509
car,putting,437
include,memory,327
dark,include,234
girlfriend,memory,195
