node1_norm,node2_norm,weight
improve,read,9005
however,place,2969
low,see,4646
picture,see,2947
ever,long,18844
feeling,similar,4168
anxiety,long,5329
fit,long,2477
improve,stop,7093
late,social,3796
improve,low,2320
judge,woman,792
fat,woman,853
mention,woman,619
already,thinking,4242
big,journey,2172
already,therapy,2026
depressed,fun,964
eating,therapy,913
setting,weight,464
almost,push,1317
eating,surround,250
choice,low,652
low,surround,259
cut,slowly,720
afraid,slowly,466
honest,judge,489
pay,tell,4795
first,watch,5768
develop,great,3239
great,single,2487
game,happy,3241
improve,waste,2564
spend,student,1277
fit,game,991
interest,play,2445
sort,speak,1082
fat,figure,363
clean,close,622
comfort,maintain,256
guy,weight,1862
left,tired,768
example,far,2003
exercise,hate,1195
pretty,study,2442
recently,university,617
find,shit,7877
obviously,thinking,1083
struggle,usually,1550
three,working,1620
high,top,1480
sorry,three,515
find,guess,5445
back,end,12878
book,watch,4795
end,hobby,1161
made,though,6985
couple,made,3017
amount,watch,1493
hobby,video,1090
fun,middle,474
comment,open,989
certain,open,1150
impossible,never,1841
failure,strength,330
job,learn,11365
awesome,job,1090
little,sick,769
challenge,sick,153
class,university,1356
mood,quite,368
guy,suck,1510
come,gone,3093
reason,story,2127
challenge,continue,804
house,see,4496
never,place,9026
handle,seem,1264
place,sort,2050
addiction,deal,667
almost,begin,1759
bed,begin,1104
check,handle,398
fast,see,3743
able,regret,1060
explain,wrong,1384
example,suggestion,667
means,regret,551
huge,state,740
afraid,fast,463
away,win,991
free,sit,1511
quite,sit,1048
degree,pass,653
degree,poor,338
should,strength,1193
meal,nice,483
lift,means,424
bed,literally,1035
bed,meal,776
journey,large,320
avoid,strength,372
avoid,necessary,561
large,training,188
come,two,8540
begin,strong,1404
depressed,project,314
judge,scared,398
enjoy,reason,3817
actively,kid,250
interested,tend,519
butt,grateful,1998
delete,ever,1719
certain,relationship,2060
actually,open,3096
program,seem,852
realize,though,4860
guy,head,2850
fake,spend,489
necessary,place,927
choice,realize,1859
left,realize,2096
fitness,realize,432
practice,training,727
barely,practice,327
barely,head,590
begin,pay,1486
pay,program,824
especially,hit,1017
rather,ready,580
nature,similar,479
similar,terrible,428
boring,honestly,418
recently,sign,348
anyways,second,299
hit,pursue,410
decided,degree,809
attitude,huge,258
anyways,huge,243
current,three,399
hopefully,internet,216
country,somehow,268
somehow,terrible,198
boring,fake,144
conversation,social,4031
sex,thinking,1262
boring,ignore,235
conversation,hurt,849
receive,strong,394
anyone,standard,748
fuck,note,592
fuck,standard,452
guess,several,434
give,realize,9658
free,whether,1140
last,major,1132
sit,try,8007
actually,away,5747
sit,sometimes,2481
away,due,1998
esteem,meet,804
man,social,4182
note,two,1216
tend,trouble,312
physical,talk,2623
perhaps,talk,1462
first,least,6871
become,mental,5179
thought,working,4219
state,thought,2260
success,thought,1383
deal,meet,2280
constantly,less,1682
build,together,1826
exactly,wrong,1587
stay,turn,3210
smart,stay,893
exactly,mental,1106
extremely,remember,946
show,smart,923
perhaps,show,679
individual,show,753
follow,struggle,1434
follow,quick,539
grateful,wish,547
happiness,level,926
dream,emotional,421
business,ex,197
lie,successful,446
